"Bacteria","Climate_Factor","NAME","Region","Climate_Zone_Majority","n_observations","effect","se","OR","CI_Lower","CI_Upper","Z_value","P_Value","Significance","Effect_Direction"
"CR-Ab","Wet Days","Slovakia","Europe and Central Asia","Temperate Zone",7,0.00693484302041661,0.0196025046853496,1.00695894472591,0.969004458309975,1.04640005282531,0.353773312733833,0.723508775101097,"","Positive"
"CR-Ec","Wet Days","Slovakia","Europe and Central Asia","Temperate Zone",13,0.013616378308168,0.00803015284631604,1.01370950338265,0.997879530108886,1.02979059720383,1.69565618099221,0.0899510115155215,"","Positive"
"CR-Kp","Wet Days","Slovakia","Europe and Central Asia","Temperate Zone",9,-0.0608259166453144,0.0336740538865565,0.940987035698414,0.88088599785644,1.00518864360107,-1.80631404969028,0.0708692984888334,"","Negative"
"CR-Pa","Wet Days","Slovakia","Europe and Central Asia","Temperate Zone",10,0.0619205896041433,0.0196830892417513,1.06387785841165,1.02361628497788,1.10572302749464,3.14587760303392,0.00165589287526822,"**","Positive"
"3GCR-Ec","Wet Days","Slovenia","Europe and Central Asia","Temperate Zone",19,-0.00147248364982574,0.0426186926908227,0.998528599922311,0.918507580414645,1.08552110632849,-0.0345501834255658,0.972438425625823,"","Negative"
"3GCR-Kp","Wet Days","Slovenia","Europe and Central Asia","Temperate Zone",15,-1.94500690250754e-07,8.56785592181797e-05,0.999999805499329,0.99983188965537,1.00016774954376,-0.00227012092670069,0.998188707117164,"","Negative"
"CR-Ab","Wet Days","Slovenia","Europe and Central Asia","Temperate Zone",6,0.0047051625972998,0.0208284115040919,1.00471624925619,0.964525967279846,1.04658119715148,0.225901173326417,0.821278285229629,"","Positive"
"CR-Ec","Wet Days","Slovenia","Europe and Central Asia","Temperate Zone",18,0.0106786646217905,0.00816504647751746,1.01073588505875,0.994689325284651,1.027041311671,1.30785105157629,0.19092383458336,"","Positive"
"CR-Kp","Wet Days","Slovenia","Europe and Central Asia","Temperate Zone",15,-0.0402964705863046,0.0352204487959166,0.960504635564012,0.89643584491023,1.02915245990899,-1.14412143978632,0.25257327737565,"","Negative"
"CR-Pa","Wet Days","Slovenia","Europe and Central Asia","Temperate Zone",16,0.0664146351899112,0.0203202172127109,1.06866973339245,1.02694359717513,1.11209126013404,3.26840183324255,0.00108156689484104,"**","Positive"
"3GCR-Ec","Wet Days","South Africa","Sub-Saharan Africa","Temperate Zone",6,-0.162561367521192,0.105240964412548,0.849963928445504,0.691540433261419,1.0446803178975,-1.54465866431959,0.122428848214159,"","Negative"
"3GCR-Kp","Wet Days","South Africa","Sub-Saharan Africa","Temperate Zone",6,-4.67440622972974e-07,0.000172683413242231,0.999999532559486,0.999661130498666,1.00033804917508,-0.00270692253642956,0.997840190938535,"","Negative"
"CR-Ab","Wet Days","South Africa","Sub-Saharan Africa","Temperate Zone",6,0.0108959154879615,0.039229471463663,1.0109554921593,0.936136622842686,1.09175411172734,0.277748210246831,0.781205649605388,"","Positive"
"CR-Ec","Wet Days","South Africa","Sub-Saharan Africa","Temperate Zone",6,-0.0252872221640022,0.0205368407752593,0.975029821630838,0.936562117309069,1.01507752182094,-1.23131023124382,0.218206856746246,"","Negative"
"CR-Kp","Wet Days","South Africa","Sub-Saharan Africa","Temperate Zone",6,-0.175502415537786,0.083617036465605,0.839035370449375,0.712203348151294,0.988454146828263,-2.09888346868137,0.0358271744668675,"*","Negative"
"CR-Pa","Wet Days","South Africa","Sub-Saharan Africa","Temperate Zone",4,-0.263135452368525,0.058631248255653,0.768637776452253,0.685194390689735,0.862242948011796,-4.48797288471774,7.19040778299816e-06,"***","Negative"
"3GCR-Ec","Wet Days","South Korea","East Asia and Pacific","Temperate Zone",2,0.191997858531156,0.0630535359726291,1.21166792221302,1.07080738357774,1.37105811580671,3.04499748617587,0.00232682254746254,"**","Positive"
"3GCR-Kp","Wet Days","South Korea","East Asia and Pacific","Temperate Zone",2,-6.20866519464183e-07,0.000162586013173644,0.999999379133673,0.999680761515113,1.00031809830184,-0.0038186957619847,0.996953129014245,"","Negative"
"CR-Ab","Wet Days","South Korea","East Asia and Pacific","Temperate Zone",2,0.0372551344808577,0.0319638885306792,1.03795780588478,0.974925630757835,1.10506522016422,1.16553824310518,0.243801189417762,"","Positive"
"CR-Ec","Wet Days","South Korea","East Asia and Pacific","Temperate Zone",2,0.0283556747104096,0.0126956466333127,1.02876152381472,1.00347824240393,1.0546818338046,2.23349590055586,0.0255162603617182,"*","Positive"
"CR-Kp","Wet Days","South Korea","East Asia and Pacific","Temperate Zone",2,0.228143825287515,0.0474793642085195,1.25626599525755,1.14463324017709,1.37878596867961,4.80511542415679,1.54662253612466e-06,"***","Positive"
"3GCR-Ec","Wet Days","Spain","Europe and Central Asia","Temperate Zone",19,0.167731340284181,0.0519447703560855,1.18261884592136,1.0681408249216,1.3093660518322,3.22903228052351,0.00124209873603742,"**","Positive"
"3GCR-Kp","Wet Days","Spain","Europe and Central Asia","Temperate Zone",15,-5.79066269731897e-07,0.00013620395996722,0.999999420933898,0.999732496957515,1.00026641617775,-0.00425146427366179,0.996607832514119,"","Negative"
"CR-Ab","Wet Days","Spain","Europe and Central Asia","Temperate Zone",7,0.0350417016092927,0.0258512719415415,1.03566289670859,0.984494673383882,1.08949054232272,1.35551170126305,0.175254583069485,"","Positive"
"CR-Ec","Wet Days","Spain","Europe and Central Asia","Temperate Zone",19,0.0301361094329884,0.0101138495327806,1.03059479808127,1.0103663262476,1.05122826270033,2.97968734212552,0.00288542728969759,"**","Positive"
"CR-Kp","Wet Days","Spain","Europe and Central Asia","Temperate Zone",15,0.13527511340317,0.0419478432142831,1.14485170507858,1.05449010859015,1.24295658721135,3.22484073167102,0.00126042768151109,"**","Positive"
"CR-Pa","Wet Days","Spain","Europe and Central Asia","Temperate Zone",16,0.00655288708890467,0.022957707065167,1.00657440422762,0.962285380715651,1.0529018226305,0.285432995128994,0.775312431991273,"","Positive"
"3GCR-Ec","Wet Days","Sweden","Europe and Central Asia","Temperate Zone",18,-0.0571407037428803,0.0445574803701168,0.944461170795343,0.865477963869473,1.03065235670707,-1.2824042847181,0.199700861930498,"","Negative"
"3GCR-Kp","Wet Days","Sweden","Europe and Central Asia","Temperate Zone",14,1.42136855678987e-07,0.000102471350510897,1.00000014213687,0.999799318429095,1.00020100618289,0.00138708873231715,0.998893263670917,"","Positive"
"CR-Ab","Wet Days","Sweden","Europe and Central Asia","Temperate Zone",7,-0.0152910841830622,0.0270783558532942,0.984825230829118,0.933919846716785,1.03850532643381,-0.564697659854482,0.572279426219673,"","Negative"
"CR-Ec","Wet Days","Sweden","Europe and Central Asia","Temperate Zone",13,-0.000735918194123299,0.00911166243311337,0.999264352527257,0.981577039684931,1.01727037803597,-0.0807666218459591,0.935627553227441,"","Negative"
"CR-Kp","Wet Days","Sweden","Europe and Central Asia","Temperate Zone",12,-0.0572028201543762,0.035105750093656,0.944402506078656,0.881605951036558,1.01167204286562,-1.62944304000823,0.103219263728806,"","Negative"
"CR-Pa","Wet Days","Sweden","Europe and Central Asia","Temperate Zone",15,0.078823421624666,0.0226042327439769,1.08201324505987,1.03512182535386,1.13102886424482,3.4871089197075,0.00048827245778015,"***","Positive"
"3GCR-Ec","Wet Days","Switzerland","Europe and Central Asia","Temperate Zone",4,-0.0732435261664516,0.0564498737300863,0.929374475462075,0.832031250077143,1.03810633982837,-1.29749672278567,0.194460331994675,"","Negative"
"3GCR-Kp","Wet Days","Switzerland","Europe and Central Asia","Temperate Zone",4,6.70580578551889e-07,0.000180498016094058,1.0000006705808,0.999646956803455,1.00035450951577,0.00371516869305892,0.997035731078075,"","Positive"
"CR-Ab","Wet Days","Switzerland","Europe and Central Asia","Temperate Zone",4,-0.0460811051924987,0.0419387515396425,0.9549645064696,0.879606123876854,1.03677905810533,-1.09877150608407,0.271867743729179,"","Negative"
"CR-Ec","Wet Days","Switzerland","Europe and Central Asia","Temperate Zone",4,-0.0227050209897812,0.0129179951878047,0.977550798214728,0.95311063425416,1.00261766970845,-1.75762729894929,0.0788109452786662,"","Negative"
"CR-Kp","Wet Days","Switzerland","Europe and Central Asia","Temperate Zone",4,-0.0366453400590855,0.0434553783199649,0.964017973284805,0.885309585016969,1.04972392544279,-0.843286641972449,0.39906815177518,"","Negative"
"CR-Pa","Wet Days","Switzerland","Europe and Central Asia","Temperate Zone",5,0.0664436145149962,0.0273174374783165,1.0687007031688,1.012985019655,1.1274808321869,2.43227845099806,0.0150041675349833,"*","Positive"
"3GCR-Ec","Wet Days","Taiwan","East Asia and Pacific","Temperate Zone",7,0.0444427189868904,0.137444330065193,1.04544509084136,0.79855760857188,1.36866198034091,0.323350690172597,0.746429668832994,"","Positive"
"3GCR-Kp","Wet Days","Taiwan","East Asia and Pacific","Temperate Zone",7,2.79811688204628e-06,0.00045161185743618,1.0000027981208,0.999118028042413,1.0008883517083,0.00619584458639175,0.995056462892558,"","Positive"
"CR-Ab","Wet Days","Taiwan","East Asia and Pacific","Temperate Zone",7,-0.147967112072676,0.0924188272351182,0.86245947898029,0.719565289817396,1.03373017488339,-1.60104944522008,0.109365968110565,"","Negative"
"CR-Ec","Wet Days","Taiwan","East Asia and Pacific","Temperate Zone",7,-0.0754419543585908,0.0264940180097954,0.927333556642894,0.880407659224581,0.976760613411017,-2.84750898601708,0.00440628502089464,"**","Negative"
"CR-Kp","Wet Days","Taiwan","East Asia and Pacific","Temperate Zone",7,0.117504499072554,0.103581942851622,1.12468668997937,0.918038354331735,1.37785109374599,1.13441103572343,0.256622172083013,"","Positive"
"CR-Pa","Wet Days","Taiwan","East Asia and Pacific","Temperate Zone",8,-0.0358478718822393,0.0172278336694973,0.964787053558171,0.932753396154917,0.997920846550165,-2.08081135271869,0.0374511766201661,"*","Negative"
"3GCR-Ec","Wet Days","Thailand","East Asia and Pacific","Tropical Zone",10,-0.00471205370548502,0.0411019528414775,0.99529903060279,0.918262592055547,1.07879834035418,-0.114643061454003,0.908728046600811,"","Negative"
"3GCR-Kp","Wet Days","Thailand","East Asia and Pacific","Tropical Zone",10,-3.53192644939623e-07,7.65292823755085e-05,0.999999646807417,0.999849660715982,1.00014965539806,-0.00461513075748709,0.996317671494437,"","Negative"
"CR-Ab","Wet Days","Thailand","East Asia and Pacific","Tropical Zone",9,0.0238170585067971,0.0185113734855328,1.02410294982961,0.987612135689797,1.06194204581861,1.28661757731866,0.19822761406695,"","Positive"
"CR-Ec","Wet Days","Thailand","East Asia and Pacific","Tropical Zone",10,0.0169218632822846,0.00744405797495994,1.01706584903325,1.00233422973355,1.0320139835439,2.27320412323572,0.0230138819467097,"*","Positive"
"CR-Kp","Wet Days","Thailand","East Asia and Pacific","Tropical Zone",9,-0.0351748147482128,0.0350717043425609,0.965436628943536,0.901301584631128,1.0341354108318,-1.00293998844894,0.315889817071485,"","Negative"
"CR-Pa","Wet Days","Thailand","East Asia and Pacific","Tropical Zone",6,0.0676116163982704,0.0191329136988871,1.06994967686258,1.0305690295301,1.11083515826234,3.53378567751567,0.00040965311558941,"***","Positive"
"3GCR-Ec","Wet Days","Tunisia","Middle East and North Africa","Temperate Zone",2,-0.166993588407097,0.0887367368726156,0.846205036842004,0.711117507081684,1.00695448677025,-1.88189913549359,0.0598497118540649,"","Negative"
"3GCR-Kp","Wet Days","Tunisia","Middle East and North Africa","Temperate Zone",2,-2.89983417381151e-07,0.000152627737977859,0.999999710016625,0.999700604477933,1.00029890504623,-0.00189993916717299,0.998484068784075,"","Negative"
"CR-Ab","Wet Days","Tunisia","Middle East and North Africa","Temperate Zone",2,-0.003700484018792,0.0291332858169823,0.996306354334522,0.941009800732294,1.05485229900356,-0.127019109414528,0.898925273927067,"","Negative"
"CR-Ec","Wet Days","Tunisia","Middle East and North Africa","Temperate Zone",2,-0.0314945735076674,0.0156791474792285,0.968996214690002,0.939670776748694,0.999236846901186,-2.0086917065734,0.0445698387967454,"*","Negative"
"CR-Kp","Wet Days","Tunisia","Middle East and North Africa","Temperate Zone",2,-0.196703447349352,0.081183543108982,0.821434195684402,0.700596480457721,0.963113798971475,-2.4229473094725,0.0153951594523091,"*","Negative"
"3GCR-Ec","Wet Days","Turkey","Europe and Central Asia","Temperate Zone",4,0.206301626643007,0.0601578566401666,1.22912388460008,1.09241651394749,1.38293911196495,3.42933804768007,0.000605055408082655,"***","Positive"
"3GCR-Kp","Wet Days","Turkey","Europe and Central Asia","Temperate Zone",4,-6.16720922541071e-07,0.000158777440180941,0.999999383279268,0.999688228107283,1.00031063529899,-0.00388418481768105,0.996900876695359,"","Negative"
"CR-Ab","Wet Days","Turkey","Europe and Central Asia","Temperate Zone",3,0.0377974126639594,0.0315963134519912,1.03852082039934,0.976157471628466,1.10486834936957,1.19626021312234,0.231595029912423,"","Positive"
"CR-Ec","Wet Days","Turkey","Europe and Central Asia","Temperate Zone",4,0.0310727139777023,0.0119610851093679,1.03156051002742,1.00765816203028,1.05602983823799,2.59781731285953,0.00938183931186767,"**","Positive"
"CR-Kp","Wet Days","Turkey","Europe and Central Asia","Temperate Zone",4,0.204943400391091,0.0472265318298094,1.22745558949074,1.11893730270371,1.34649834314354,4.33958185050826,1.42754089371252e-05,"***","Positive"
"CR-Pa","Wet Days","Turkey","Europe and Central Asia","Temperate Zone",5,-0.0334201684858038,0.0263514647035855,0.967132115770914,0.918448873140823,1.01839585926751,-1.26824709221027,0.204709724575705,"","Negative"
"3GCR-Ec","Wet Days","United Arab Emirates","Middle East and North Africa","Temperate Zone",1,0.0197557181436075,0.0317964152578934,1.0199521537866,0.958327927061476,1.08553905885202,0.621319038117142,0.534389729804636,"","Positive"
"3GCR-Kp","Wet Days","United Arab Emirates","Middle East and North Africa","Temperate Zone",1,4.65138424638494e-07,0.000154097971557766,1.00000046513853,0.999698478580894,1.00030254291956,0.00301845910063864,0.997591621743347,"","Positive"
"CR-Ab","Wet Days","United Arab Emirates","Middle East and North Africa","Temperate Zone",1,-0.0310578600618587,0.0204440816233773,0.969419480782165,0.931342430445867,1.00905327514184,-1.51916141962302,0.128721869788882,"","Negative"
"CR-Ec","Wet Days","United Arab Emirates","Middle East and North Africa","Temperate Zone",1,-0.0146653138266997,0.00668969338282368,0.985441698128132,0.972605123821456,0.998447691283111,-2.19222511219334,0.0283632560488929,"*","Negative"
"CR-Kp","Wet Days","United Arab Emirates","Middle East and North Africa","Temperate Zone",1,0.00709005594774132,0.021786746914474,1.0071152499014,0.965014677412794,1.05105253870671,0.325429765883544,0.744855830550981,"","Positive"
"3GCR-Ec","Wet Days","United Kingdom","Europe and Central Asia","Temperate Zone",17,-0.0945428413560754,0.0540443644359761,0.909788757207012,0.81834620726723,1.01144915854665,-1.74935615105764,0.0802294754540884,"","Negative"
"3GCR-Kp","Wet Days","United Kingdom","Europe and Central Asia","Temperate Zone",13,8.85073631347403e-07,0.000196012445986583,1.00000088507402,0.999616774129298,1.00038514361653,0.00451539506531123,0.996397248234093,"","Positive"
"CR-Ab","Wet Days","United Kingdom","Europe and Central Asia","Temperate Zone",6,-0.0494101834477884,0.0411509130667242,0.951790640851312,0.878037502190158,1.03173887419669,-1.20070685594928,0.229864933725875,"","Negative"
"CR-Ec","Wet Days","United Kingdom","Europe and Central Asia","Temperate Zone",12,-0.0170760127673487,0.011772578494182,0.98306895600294,0.960645075421462,1.00601626655163,-1.4504904576162,0.146921798279526,"","Negative"
"CR-Kp","Wet Days","United Kingdom","Europe and Central Asia","Temperate Zone",13,-0.0294970891642066,0.0451935272930848,0.970933703865659,0.888628156467219,1.06086246585983,-0.652683933540191,0.513960062359321,"","Negative"
"CR-Pa","Wet Days","United Kingdom","Europe and Central Asia","Temperate Zone",13,0.074709581203087,0.0266368536282111,1.07757115851795,1.02275641293304,1.13532370658989,2.80474496897644,0.00503564059290167,"**","Positive"
"3GCR-Ec","Wet Days","United States of America","North America","Temperate Zone",15,0.186873613174238,0.0668372193841843,1.20547491927303,1.05746302118597,1.37420387463437,2.79595134112444,0.00517471907978315,"**","Positive"
"3GCR-Kp","Wet Days","United States of America","North America","Temperate Zone",15,-6.27992303661479e-07,0.000171622228686777,0.999999372007894,0.999663049220139,1.00033580794679,-0.00365915481034576,0.997080423386476,"","Negative"
"CR-Ab","Wet Days","United States of America","North America","Temperate Zone",15,0.0368985602367427,0.0335011660904838,1.03758776284255,0.971646012716888,1.10800471726353,1.10141122064476,0.27071772411864,"","Positive"
